,xcoord,ycoord,year,datestop,timestop,crimsusp,arstmade,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,city,state,zip,lat,long
22142,1009852,188875,2015,12192015,1455,MISD,N,L, , ,STREET,721,CHAUNCEY STREET,EVERGREEN AVENUE,BUSHWICK AVENUE,BROOKLYN, , ,40.714269,-74.005973
22143,1009852,188875,2015,12192015,1455,FEL,N,L, , ,STREET,721,CHAUNCEY STREET,EVERGREEN AVENUE,BUSHWICK AVENUE,BROOKLYN, , ,40.714269,-74.005973
22144,1007951,244044,2015,12192015,1525,PL.265,N,L, , ,STREET,1305,SHERIDAN AVENUE,MARCY PLACE,EAST 169 STREET,BRONX, , ,40.733371,-74.002572
22145,1007951,244044,2015,12192015,1525,PL.265,N,L, , ,STREET,1305,SHERIDAN AVENUE,MARCY PLACE,EAST 169 STREET,BRONX, , ,40.733371,-74.002572
22146,1007951,244044,2015,12192015,1530,CPW/265,N,L, , ,STREET,1305,SHERIDAN AVENUE,MARCY PLACE,EAST 169 STREET,BRONX, , ,40.733371,-74.002572
22147,1014391,254061,2015,12192015,1825,FELONY,N,L, , ,STREET,340,EAST 194 STREET,DECATUR AVENUE,MARION AVENUE,BRONX, , ,43.109807,-77.818255
22148,1007419,239928,2015,12192015,1825,CPW,Y,L, , ,SIDEWALK,3204,PARK AVENUE,EAST 162 STREET,EAST 161 STREET,BRONX, , ,40.811558,-73.934789
22149,997494,172358,2015,12192015,1905,MISD,N,L, , , , , ,NEWKIRK AVENUE,EAST 26 STREET,BROOKLYN, , ,40.748652,-74.000546
22150,997494,172358,2015,12192015,1905,MISD,N,L, , , , , ,NEWKIRK AVENUE,EAST 26 STREET,BROOKLYN, , ,40.748652,-74.000546
22151,997494,172358,2015,12192015,1905,MISD,N,L, , , , , ,NEWKIRK AVENUE,EAST 26 STREET,BROOKLYN, , ,40.748652,-74.000546
22152,997494,172358,2015,12192015,1905,MISD,N,L, , , , , ,EAST 26 STREET,NEWKIRK AVENUE,BROOKLYN, , ,40.722819,-73.993089
22153,997494,172358,2015,12192015,1905,MISD,N,L, , , , , ,NEWKIRK AVENUE,EAST 26 STREET,BROOKLYN, , ,40.748652,-74.000546
22154,984997,148452,2015,12192015,1951,CRIMINAL TRESPASS,Y,L, , , ,2940,WEST 31 STREET,SURF AVENUE,ODWYER GARDENS,BROOKLYN, , ,40.752688,-74.000526
22155,1024673,241993,2015,12192015,2000,FELONY CSCS,Y,L, , , , , ,OLMSTEAD AVENUE,POWELL AVENUE,BRONX, , ,42.671056,-77.054367
22156,988135,190992,2015,12192015,2025,GRAND LARCENY (FEL),N,L, , ,SIDEWALK,420,FULTON STREET,BRIDGE STREET,GALLATIN PLACE,BROOKLYN, , ,40.711535,-74.010465
22157,1003169,190896,2015,12192015,2030,BURGLARY,N,L, , ,RESIDENTIAL,908A,GREENE AVENUE,REID AVENUE,STUYVESANT AVENUE,BROOKLYN, , ,40.731276,-73.994036
22158,1010146,237049,2015,12192015,2030,CPM,Y,L, , ,STAIRWELL,720,WESTCHESTER AVENUE,TINTON AVENUE,WALES AVENUE,BRONX, , ,40.714269,-74.005973
22159,988323,191169,2015,12192015,2035,GRAND LARCENY,N,L, , ,SIDEWALK,397,BRIDGE STREET,FULTON STREET,WILLOUGHBY STREET,BROOKLYN, , ,40.703578,-74.011594
22160,1025160,256072,2015,12192015,2112,CRIM TRESPASS / CPW,N,L, , ,HOUSING EASTCHESTER GARDENS,1219,ADEE AVENUE,BOUCK AVENUE,YATES AVENUE,BRONX, , ,43.008146,-77.404135
22161,1005732,190192,2015,12192015,2150,ROBBERY,N,L, , ,RESIDENTIAL,840,MONROE STREET,HOWARD AVENUE,RALPH AVENUE,BROOKLYN, , ,40.712489,-73.983775
22162,1005732,190192,2015,12192015,2150,ROBBERY,N,L, , ,RESIDENTIAL,840,MONROE STREET,HOWARD AVENUE,RALPH AVENUE,BROOKLYN, , ,40.712489,-73.983775
22163,1005732,190192,2015,12192015,2150,ROBBERY,N,L, , , ,840,MONROE STREET,HOWARD AVENUE,RALPH AVENUE,BROOKLYN, , ,40.712489,-73.983775
22164,1005732,190192,2015,12192015,2150,ROBBERY,N,L, , ,RESIDENTIAL,840,MONROE STREET,HOWARD AVENUE,RALPH AVENUE,BROOKLYN, , ,40.712489,-73.983775
22165,1005732,190192,2015,12192015,2150,ROBBERY,N,L, , , ,840,MONROE STREET,HOWARD AVENUE,RALPH AVENUE,BROOKLYN, , ,40.712489,-73.983775
22166,999769,230597,2015,12192015,2222,FEL,N,L, , ,SIDEWALK,74,EAST 116 STREET,PARK AVENUE,MADISON AVENUE,MANHATTAN, , ,40.799409,-73.943964
22167,999769,230597,2015,12192015,2222,FEL,N,L, , ,SIDEWALK,74,EAST 116 STREET,PARK AVENUE,MADISON AVENUE,MANHATTAN, , ,40.799409,-73.943964
22168,998340,171921,2015,12192015,2230,FEL,N,L, , , , , ,EAST 29 STREET,FOSTER AVENUE,BROOKLYN, , ,40.744627,-73.985243
22169,981576,170142,2015,12192015,2325,MMISD,N,L, , ,BAR,850,62 STREET,9 AVENUE,8 AVENUE,BROOKLYN, , ,40.770866,-73.982514
22170,987914,148708,2015,12192015,2328,CRIMINAL TRESPASS,Y,L, , , ,2007,SURF AVENUE,WEST 21 STREET,WEST 20 STREET,BROOKLYN, , ,40.714269,-74.005973
22171,981576,170142,2015,12192015,2335,MISD,N,L, , ,BAR,850,62 STREET,9 AVENUE,8 AVENUE,BROOKLYN, , ,40.770866,-73.982514
22172,1026897,262273,2015,12192015,2340,CPM,Y,L, , ,HALLWAY,1135,EAST 229 STREET,SCHIEFELIN AVENUE,LACONIA AVENUE,BRONX, , ,43.169689,-77.121057
22173,1028649,263292,2015,12202015,31,FEL/ASSAULT,N,L, , ,DRIVEWAY,3917,MURDOCK AVENUE,STRANG AVENUE,EAST 233 STREET,BRONX, , ,40.714269,-74.005973
22174,1011927,236162,2015,12202015,101,CPW,N,L, , ,SIDEWALK,976,LEGGETT AVENUE,FOX STREET,BECK STREET,BRONX, , ,40.714269,-74.005973
22175,995908,183618,2015,12202015,130,MISD,Y,L, , ,PLATFORM, , ,FRANKLIN AVENUE,EASTERN PARKWAY,BROOKLYN, , ,40.719296,-74.008699
22176,1003374,190114,2015,12202015,130,GLA,N,L, , ,STREET,881,GATES AVENUE,REID AVENUE,STUYVESANT AVENUE,BROOKLYN, , ,43.060983,-77.238298
22177,994458,168753,2015,12202015,130,FELONY/BURGLARY,N,L, , ,SIDEWALK, , ,RUGBY ROAD,AVENUE H,BROOKLYN, , ,40.69123,-74.019102
22178,1003374,190114,2015,12202015,130,GLA,N,L, , ,STREET,881,GATES AVENUE,REID AVENUE,STUYVESANT AVENUE,BROOKLYN, , ,43.060983,-77.238298
22179,994988,170599,2015,12202015,130,FELONY/BURG,N,L, , ,STREET, , ,FOSTER AVENUE,EAST 17 STREET,BROOKLYN, , ,40.733923,-73.982753
22180,1004051,255139,2015,12202015,252,FEL,N,L, , ,APT BLDG,37,PAYSON AVENUE,BEAK STREET,DYCKMAN STREET,MANHATTAN, , ,40.866778,-73.928575
22181,1009898,236541,2015,12202015,332,CPM,Y,L, , ,SIDEWALK,745,EAST 152 STREET,WALES AVENUE,WESTCHESTER AVENUE,BRONX, , ,40.831695,-73.949255
22182,1020541,249976,2015,12202015,345,CRIM TRESPASS,N,L, , ,LOBBY,2070,BRONX PARK EAST,MARAN PLACE,BRADY AVENUE,BRONX, , ,40.811315,-73.93499
22183,1020541,249976,2015,12202015,345,CRIM TRESPASS,N,L, , ,LOBBY,2070,BRONX PARK EAST,MARAN PLACE,BRADY AVENUE,BRONX, , ,40.811315,-73.93499
22184,996808,187357,2015,12202015,440,CPW/FIREARM,N,L, , ,SIDEWALK,1158,FULTON STREET,BEDFORD AVENUE,FRANKLIN AVENUE,BROOKLYN, , ,40.711535,-74.010465
22185,998736,227214,2015,12202015,900,MISD,N,L, , ,SIDEWALK, , ,LEXINGTON AVENUE,EAST 103 STREET,MANHATTAN, , ,40.797944,-73.94212
22186, , ,2015,12202015,930,MISD,N,L, , ,RESTAURAUNT,2925,VETERANS ROAD WEST,ARTHUR KILL ROAD,ENGLEWOOD AVENUE,STATEN IS, , ,40.714269,-74.005973
22187, , ,2015,12202015,930,MISD,N,L, , ,RESTAURANT,2925,VETERANS ROAD WEST,ARTHUR KILL ROAD,ENGLEWOOD AVENUE,STATEN IS, , ,40.714269,-74.005973
22188,988757,169793,2015,12202015,1005,FEL,N,L, , ,SIDEWALK, , ,16 AVENUE,46 STREET,BROOKLYN, , ,40.756164,-73.979417
22189,1045763,181583,2015,12202015,1022,FEL,N,L, , ,SIDEWALK, , ,ROCKAWAY BOULEVARD,144 ROAD,QUEENS, , ,40.820965,-73.939566
22190,999170,189476,2015,12202015,1025,ROBBERY,N,L, , ,BUILDING,515,GATES AVENUE,TOMPKINS AVENUE,MARCY AVENUE,BROOKLYN, , ,43.060983,-77.238298
22191,1057001,187537,2015,12202015,1400,FEL,N,L, , ,HOUSE,130-21,230 STREET,131 AVENUE,130 AVENUE,QUEENS, , ,43.183298,-77.10159
22192,1057001,187537,2015,12202015,1400,FEL,N,L, , ,HOUSE,130-21,230 STREET,131 AVENUE,130 AVENUE,QUEENS, , ,43.183298,-77.10159
22193,1030098,253588,2015,12202015,1520,CPM,N,L, , ,RESIDENTIAL, , ,MACE AVENUE,DELANOY AVENUE,BRONX, , ,43.030952,-77.662774
22194,1030098,253588,2015,12202015,1520,CPM,N,L, , ,RESIDENTIAL, , ,MACE AVENUE,DELANOY AVENUE,BRONX, , ,43.030952,-77.662774
22195,1022458,211258,2015,12202015,1615,MISD,Y,L, , ,STREET,102-14,45 AVENUE,104 STREET,102 STREET,QUEENS, , ,40.755509,-73.979825
22196,995768,196950,2015,12202015,1720,MISD,Y,L, , ,STREET, , ,DIVISION AVENUE,MARCY AVENUE,BROOKLYN, , ,40.689088,-74.019408
22197,996833,196965,2015,12202015,1925,MISD,N,L, , ,STORE,385,BROADWAY,HOOPER STREET,KEAP STREET,BROOKLYN, , ,40.818862,-73.956071
22198,1005331,236446,2015,12202015,1945,CRIMINAL TRESPASS,Y,L, , ,STAIRWAY,414,MORRIS AVENUE,PATTERSON PROJECT,EAST 143 STREET,BRONX, , ,40.706657,-74.015905
22199,1007245,234932,2015,12202015,2015,CPM,Y,L, , ,STAIRWELL,400,BROOK AVENUE,EAST 145 STREET,EAST 144 STREET,BRONX, , ,43.07968,-77.724097
22200,1014652,235837,2015,12202015,2056,CPW,N,L, , ,STREET, , ,CASANOVA STREET,SPOFFORD AVENUE,BRONX, , ,42.969789,-77.083309
22201,1021111,249855,2015,12202015,2112,CPW,Y,L, , ,SIDEWALK, , ,CRUGER AVENUE,BRADY AVENUE,BRONX, , ,40.703447,-74.011596
22202,989137,198460,2015,12202015,2144,MISD,N,L, , ,PUBLIC STREET,645,WATER STREET,GOUVERNEUR HOUSES,GOUVERNEUR SLIP EAST,MANHATTAN, , ,40.711472,-73.981448
22203,997828,178044,2015,12202015,2145,MISD,N,L, , , ,270,CLARKSON AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,BROOKLYN, , ,40.729831,-74.010658
22204,1031858,216238,2015,12202015,2219,FELONY,N,L, , ,PUBLIC SIDEWALK,136-55,ROOSEVELT AVENUE,UNION STREET,MAIN STREET,QUEENS, , ,43.355741,-78.280101
22205,1031858,216238,2015,12202015,2219,FELONY,N,L, , ,PUBLIC SIDEWALK,136-55,ROOSEVELT AVENUE,UNION STREET,MAIN STREET,QUEENS, , ,43.355741,-78.280101
22206,1031858,216238,2015,12202015,2219,FELONY,N,L, , ,PUBLIC SIDEWALK,136-55,ROOSEVELT AVENUE,UNION STREET,MAIN STREET,QUEENS, , ,43.355741,-78.280101
22207,997535,171875,2015,12202015,2320,FEL,N,L, , , , , ,EAST 26 STREET,FOSTER AVENUE,BROOKLYN, , ,40.739784,-73.979517
22208,997535,171875,2015,12202015,2320,FEL,N,L, , , , , ,EAST 26 STREET,FOSTER AVENUE,BROOKLYN, , ,40.739784,-73.979517
22209, , ,2015,12212015,129,CPW/ ASSAULT,Y,L, , ,STREET/ SIDEWALK,2708,KINGSBRIDGE AVENUE, , ,BRONX, , ,43.001058,-77.489677
22210,951849,169570,2015,12212015,300,CPW / ROBBERY,N,L, , ,RESIDENTIAL,370,BROADWAY,SENECA STREET,CARY AVENUE,STATEN IS, , ,40.717696,-74.003285
22211,1004402,226758,2015,12212015,750,FELONY,N,L, , ,STREET,600,EAST 125 STREET,WARDS ISLAND,TRIBOROUGH BRIDGE,MANHATTAN, , ,40.802754,-73.933571
22212,988823,194235,2015,12212015,1205,PETIT LARCENY,N,L, , , ,177,SANDS STREET,GOLD STREET,CHARLES STREET,BROOKLYN, , ,42.733409,-78.005579
22213,996077,161202,2015,12212015,1205,MISD,Y,L, , ,MEZZ, , ,KINGS HIGHWAY,EAST 16 STREET,BROOKLYN, , ,40.73334,-73.983176
22214,1003296,182134,2015,12212015,1300,MISD,N,L, , , ,334,UTICA AVENUE,CARROLL STREET,PRESIDENT STREET,BROOKLYN, , ,40.714269,-74.005973
22215,1029835,186797,2015,12212015,1336,FELONY,Y,L, , ,COMMERCIAL, , ,ROCKAWAY BOULEVARD,104 STREET,QUEENS, , ,40.797916,-73.963844
22216,1014195,252682,2015,12212015,1400,CPCS,Y,L, , , , , ,PARK AVENUE,EAST 189 STREET,BRONX, , ,40.738316,-73.987726
22217,1027949,263005,2015,12212015,1430,FEL/ROB,N,L, , ,STREET, , ,BAYCHESTER AVENUE,EAST 233 STREET,BRONX, , ,43.109629,-77.073604
22218,999065,229913,2015,12212015,1440,FEL,N,L, , ,LOBBY,1695,MADISON AVENUE,EAST 115 STREET,EAST 112 STREET,MANHATTAN, , ,40.79745,-73.9467
22219,1001623,228366,2015,12212015,1450,FEL,N,L, , ,STREET, , ,1 AVENUE,EAST 112 STREET,MANHATTAN, , ,40.798128,-73.94831
22220,1001623,228366,2015,12212015,1450,FEL,N,L, , ,STREET, , ,1 AVENUE,EAST 112 STREET,MANHATTAN, , ,40.798128,-73.94831
22221,1058838,183877,2015,12212015,1520,FEL,N,L, , ,RESIDENTIAL,244-01,135 AVENUE,245 STREET,244 STREET,QUEENS, , ,40.812747,-73.937635
22222,1058838,183877,2015,12212015,1520,FEL,N,L, , ,RESIDENTIAL,244-01,135 AVENUE,245 STREET,244 STREET,QUEENS, , ,40.812747,-73.937635
22223,1013611,247977,2015,12212015,1527,PETIT LARCENY,N,L, , ,SIDEWALK, , ,LAFONTAINE AVENUE,EAST 178 STREET,BRONX, , ,40.847358,-73.935172
22224,987098,194573,2015,12212015,1540,CPM,Y,L, , ,RESIDENTAL, , ,PROSPECT STREET,WASHINGTON STREET,BROOKLYN, , ,40.713179,-74.012543
22225,1025880,259416,2015,12212015,1645,FEL/CPW,N,L, , ,STREET, , ,HICKS STREET,FENTON AVENUE,BRONX, , ,42.652165,-77.060351
22226,981345,185961,2015,12212015,1735,CRIMINAL TRESPASS,N,L, , ,HALLWAY,135,RICHARDS STREET,SULLIVAN STREET,KING STREET,BROOKLYN, , ,43.198948,-77.128118
22227,981345,185961,2015,12212015,1735,CRIMINAL TRESPASS,N,L, , ,HALLWAY,135,RICHARDS STREET,SULLIVAN STREET,KING STREET,BROOKLYN, , ,43.198948,-77.128118
22228,1000032,230452,2015,12212015,1806,LARCENY,N,L, , ,DELI,100,EAST 116 STREET,LEXINGTON AVENUE,PARK AVENUE,MANHATTAN, , ,40.799309,-73.943238
22229,1020674,255106,2015,12212015,1838,BURGLARY,N,L, , ,STREET,2802,OLINVILLE AVENUE,ARNOW AVENUE,BRITTON STREET,BRONX, , ,40.714269,-74.005973
22230,1024149,259500,2015,12212015,1845,FEL/CPW,N,L, , ,STREET, , ,PAULDING AVENUE,EAST 216 STREET,BRONX, , ,40.870431,-73.915106
22231,1017713,259756,2015,12212015,1905,FELONY,N,L, , ,STREET, , ,BAINBRIDGE AVENUE,EAST 210 STREET,BRONX, , ,43.195987,-77.436264
22232,1017713,259756,2015,12212015,1905,FELONY,N,L, , ,STREET, , ,BAINBRIDGE AVENUE,EAST 210 STREET,BRONX, , ,43.195987,-77.436264
22233,1017713,259756,2015,12212015,1905,FELONY,N,L, , ,STREET, , ,BAINBRIDGE AVENUE,EAST 210 STREET,BRONX, , ,43.195987,-77.436264
22234,1017713,259756,2015,12212015,1905,FELONY,N,L, , ,STREET, , ,BAINBRIDGE AVENUE,EAST 210 STREET,BRONX, , ,43.195987,-77.436264
22235,1017713,259756,2015,12212015,1905,FELONY,N,L, , ,STREET, , ,BAINBRIDGE AVENUE,EAST 210 STREET,BRONX, , ,43.195987,-77.436264
22236,1013920,181536,2015,12212015,2131,CPM,N,L, , ,ROBBERY, , ,LIVONIA AVENUE,NEW JERSEY AVENUE,BROOKLYN, , ,40.724661,-73.996301
22237,1013920,181536,2015,12212015,2131,CPM,N,L, , ,ROBBERY, , ,LIVONIA AVENUE,NEW JERSEY AVENUE,BROOKLYN, , ,40.724661,-73.996301
22238,998397,239515,2015,12212015,2325,FELONY,N,L, , ,STREET CORNER, , ,HAMILTON PLACE,WEST 143 STREET,MANHATTAN, , ,40.822173,-73.952105
22239,1008958,235918,2015,12212015,2335,CT,Y,L, , ,HALLWAY,550,CAULDWELL AVENUE,WESTCHESTER AVENUE,EAST 149 STREET,BRONX, , ,40.714269,-74.005973
22240,1008958,235918,2015,12212015,2335,CT,Y,L, , ,HALLWAY,550,CAULDWELL AVENUE,WESTCHESTER AVENUE,EAST 149 STREET,BRONX, , ,40.714269,-74.005973
22241,1003358,182945,2015,12222015,11,FEL,N,L, , ,N/B PLATFORM, , ,UTICA AVENUE,EASTERN PARKWAY,BROOKLYN, , ,43.098866,-77.551343
22242,1018655,216302,2015,12222015,50,PETIT LARCENY,N,L, , ,STREET SIDEWALK, , ,31 AVENUE,93 STREET,QUEENS, , ,40.78562,-73.956374
22243,994195,166938,2015,12222015,315,FELONY/GLA,N,L, , ,STREET, , ,EAST 12 STREET,AVENUE J,BROOKLYN, , ,40.726544,-73.975338
22244,994370,201109,2015,12222015,335,FELONY,N,L, , ,SIDEWALK, , ,NORTH 4 STREET,KENT AVENUE,BROOKLYN, , ,40.734896,-74.003154
22245,994370,201109,2015,12222015,335,FELONY,N,L, , ,SIDEWALK, , ,NORTH 4 STREET,KENT AVENUE,BROOKLYN, , ,40.734896,-74.003154
22246,1006165,253314,2015,12222015,437,FEL,N,L, , ,STREET, , ,10 AVENUE,WEST 203 STREET,MANHATTAN, , ,40.860977,-73.918519
22247,1031307,216054,2015,12222015,1130,FELONY,N,L, , ,SIDEWALK, , ,ROOSEVELT AVENUE,MAIN STREET,QUEENS, , ,40.769289,-73.94354
22248,957273,169735,2015,12222015,1202,BURGLARY,N,L, , ,PRIVATE HOUSE,792,BRIGHTON AVENUE,FOREST AVENUE,SILVERLAKE ROAD,STATEN IS, , ,42.717891,-78.001323
22249,990430,188638,2015,12222015,1315,GRAND LARCENY,N,L, , ,RETAIL STORE,139,FLATBUSH AVENUE,ATLANTIC AVENUE,ASHLAND PLACE,BROOKLYN, , ,40.714269,-74.005973
22250,990430,188638,2015,12222015,1315,GRAND LARCENY,N,L, , ,RETAIL STORE,139,FLATBUSH AVENUE,ATLANTIC AVENUE,ASHLAND PLACE,BROOKLYN, , ,40.714269,-74.005973
22251,984486,149627,2015,12222015,1330,CRIMINAL TRESPASS,Y,L, , ,WALKWAY,3201,NEPTUNE AVENUE,WEST 33 STREET,BAY VIEW AVENUE,BROOKLYN, , ,40.714269,-74.005973
22252,1022956,263056,2015,12222015,1345,FEL/CPW,N,L, , ,STORE,4000,WHITE PLAINS ROAD,EAST 227 STREET,EAST 226 STREET,BRONX, , ,40.716544,-73.999932
22253,1002390,249956,2015,12222015,1350,MISD,N,L, , ,STREET, , ,BROADWAY,WEST 185 STREET,MANHATTAN, , ,40.741563,-73.981816
22254,997290,186557,2015,12222015,1420,CSCS/CPC,N,L, , ,STREET, , ,BEDFORD AVENUE,ATLANTIC AVENUE,BROOKLYN, , ,40.728713,-74.003297
22255,997290,186557,2015,12222015,1420,CSCS/CPCS,N,L, , , , , ,BEDFORD AVENUE,ATLANTIC AVENUE,BROOKLYN, , ,40.728713,-74.003297
22256,996967,186644,2015,12222015,1420,CSCS/CPCS,N,L, , ,STREET, , ,BEDFORD PLACE,ATLANTIC AVENUE,BROOKLYN, , ,40.795054,-73.933156
22257,984774,150125,2015,12222015,1440,CRIMINAL TRESPASS,N,L, , , ,3144,BAY VIEW AVENUE,WEST 33 STREET,NEPTUNE AVENUE,BROOKLYN, , ,40.729428,-73.978
22258,1014369,194326,2015,12222015,1500,CRIM-CONTEMPT,N,L, , ,RESIDENTIAL,74-05,64 PLACE,COOPER AVENUE,74 AVENUE,QUEENS, , ,40.767354,-73.970505
22259,1014764,258803,2015,12222015,1505,FELONY,N,L, , ,STREET, ,PAUL AVENUE,MOSHOLU PARKWAY,WEST 205 STREET,BRONX, , ,40.862032,-73.917143
22260,1012149,236535,2015,12222015,1506,CPW,N,L, , ,STREET, , ,BECK STREET,EAST 156 STREET,BRONX, , ,40.833437,-73.945334
22261,1012149,236535,2015,12222015,1506,CPW,N,L, , ,STREET, , ,BECK STREET,EAST 156 STREET,BRONX, , ,40.833437,-73.945334
22262,994663,170966,2015,12222015,1548,MISD,Y,L, , ,MEZZ, , ,NEWKIRK AVENUE,EAST 16 STREET,BROOKLYN, , ,40.73334,-73.983176
22263,996378,182413,2015,12222015,1555,FEL,N,L, , , ,1618,BEDFORD AVENUE,CROWN STREET,CARROLL STREET,BROOKLYN, , ,40.733146,-74.005866
22264,1020851,210704,2015,12222015,1555,FELONY,N,L, , ,STREET, , ,JUNCTION BOULEVARD,44 AVENUE,QUEENS, , ,40.757258,-73.985821
22265,997409,182712,2015,12222015,1601,FEL,N,L, , , ,1144,PRESIDENT STREET,NOSTRAND AVENUE,ROGERS AVENUE,BROOKLYN, , ,43.047964,-77.490962
22266,1035521,188624,2015,12222015,1635,FELONY,N,L, , ,STREET, , ,109 AVENUE,127 STREET,QUEENS, , ,40.806258,-73.937763
22267,1035521,188624,2015,12222015,1635,FELONY,N,L, , ,STREET, , ,109 AVENUE,127 STREET,QUEENS, , ,40.806258,-73.937763
22268,1035521,188624,2015,12222015,1635,FELONY,N,L, , ,STREET, , ,109 AVENUE,127 STREET,QUEENS, , ,40.806258,-73.937763
22269, , ,2015,12222015,1940,CPCS,Y,L, , , , , ,EAST FORDHAM ROAD,BELMONT AVENUE,BRONX, , ,40.714269,-74.005973
22270,1010806,243234,2015,12222015,1950,ROBBERY,Y,L, , ,LOBBY,3673,3 AVENUE,EAST 170 STREET,EAST 169 STREET,BRONX, , ,40.7296,-73.98979
22271,1010806,243234,2015,12222015,1950,CRIM TRES,Y,L, , ,LOBBY,3673,3 AVENUE,EAST 170 STREET,EAST 169 STREET,BRONX, , ,40.7296,-73.98979
22272,995895,174380,2015,12222015,2000,FEL,N,L, , , , , ,FLATBUSH AVENUE,DURYEA PLACE,BROOKLYN, , ,40.714269,-74.005973
22273,1001733,169648,2015,12222015,2045,FEL,N,L, , , , , ,ALBANY AVENUE,AVENUE H,BROOKLYN, , ,40.710081,-74.016379
22274,984479,173184,2015,12222015,2115,FEL,N,L, , , , , ,46 STREET,9 AVENUE,BROOKLYN, , ,40.740892,-74.005077
22275,1015281,240459,2015,12222015,2119,CPW FIREARM,N,L, , ,SIDEWALK,1102,LONGFELLOW AVENUE,WESTCHESTER AVENUE,LOWELL STREET,BRONX, , ,40.714269,-74.005973
22276,1015281,240459,2015,12222015,2119,CPW  (FIREARM,N,L, , ,SIDEWALK,1102,LONGFELLOW AVENUE,WESTCHESTER AVENUE,LOWELL STREET,BRONX, , ,40.714269,-74.005973
22277,942363,139525,2015,12222015,2128,BURGLARY,N,L, , ,PARKING LOT COMMERCIAL STOR,23A,NELSON AVENUE,LOCUST PLACE,AMBOY ROAD,STATEN IS, , ,42.996508,-77.641902
22278,942363,139525,2015,12222015,2128,BURGLARY,N,L, , ,PARKING LOT OF COMMERCIAL S,23A,NELSON AVENUE,LOCUST PLACE,AMBOY ROAD,STATEN IS, , ,42.996508,-77.641902
22279,942363,139525,2015,12222015,2128,BURGLARY,N,L, , ,PARKING LOT,23A,NELSON AVENUE,LOCUST PLACE,AMBOY ROAD,STATEN IS, , ,42.996508,-77.641902
22280,1011491,236096,2015,12222015,2200,CPW,N,L, , ,STREET,664,BECK STREET,LEGGETT AVENUE,SAINT JOHN AVENUE,BRONX, , ,40.867951,-73.927002
22281,1008968,222978,2015,12222015,2240,MISDEAMOR,Y,L, , ,ALLEYWAY,21-16,28 STREET,DITMARS BOULEVARD,21 AVENUE,QUEENS, , ,40.745145,-73.988282
22282,1008968,222978,2015,12222015,2240,MISDEMEANOR,Y,L, , ,ALLEY WAY,21-16,28 STREET,DITMARS BOULEVARD,21 AVENUE,QUEENS, , ,40.745145,-73.988282
22283,1037546,182732,2015,12222015,2303,FELONY,N,L, , ,SIDEWALK, , ,131 STREET,135 AVENUE,QUEENS, , ,40.814541,-73.941483
22284,1037546,182732,2015,12222015,2303,FELONY,N,L, , ,SIDEWALK, , ,131 STREET,135 AVENUE,QUEENS, , ,40.814541,-73.941483
22285,1002295,179032,2015,12222015,2310,FEL,N,L, , , , , ,EAST 46 STREET,WINTHROP STREET,BROOKLYN, , ,40.755354,-73.977417
22286,1029380,175810,2015,12222015,2310,FELONY,N,L, , ,STREET, , ,CROSS BAY BOULEVARD,165 AVENUE,QUEENS, , ,40.72388,-73.996951
22287,1053843,181293,2015,12222015,2330,FEL,Y,L, , ,CAR,143-57,229 STREET,144 AVENUE,EDGEWOOD AVENUE,QUEENS, , ,43.169689,-77.121057
22288,1037250,187821,2015,12222015,2330,FELONY,N,L, , ,STREET, , ,LINDEN BOULEVARD,133 STREET,QUEENS, , ,40.818801,-73.956023
22289,1053843,181293,2015,12222015,2330,FEL,Y,L, , ,CAR,143-57,229 STREET,144 AVENUE,EDGEWOOD AVENUE,QUEENS, , ,43.169689,-77.121057
22290,1053843,181293,2015,12222015,2330,FEL,Y,L, , ,CAR,143-57,229 STREET,144 AVENUE,EDGEWOOD AVENUE,QUEENS, , ,43.169689,-77.121057
22291,995899,174248,2015,12232015,10,MIS/ASSAULT,N,L, , ,SIDEWALK,1062,FLATBUSH AVENUE,CORTELYOU ROAD,BEVERLEY ROAD,BROOKLYN, , ,40.714269,-74.005973
22292,1008328,215972,2015,12232015,10,FELONY,N,L, , ,RESIDENCE, , ,31 AVENUE,45 STREET,QUEENS, , ,40.755888,-73.980195
22293,1008328,215972,2015,12232015,10,FELONY,N,L, , ,RESIDENCE, , ,31 AVENUE,45 STREET,QUEENS, , ,40.755888,-73.980195
22294,1024241,182946,2015,12232015,130,FELONY,N,L, , ,SIDEWALK, , ,79 STREET,149 AVENUE,QUEENS, , ,40.824188,-73.93722
22295,976928,170576,2015,12232015,136,FELONY,N,L, , ,STRET, , ,3 AVENUE,OVINGTON AVENUE,BROOKLYN, , ,40.714269,-74.005973
22296,994195,166938,2015,12232015,315,FELONY/GLA,N,L, , ,STREET, , ,EAST 12 STREET,AVENUE J,BROOKLYN, , ,40.726544,-73.975338
22297,1002116,242732,2015,12232015,420,CPW,N,L, , ,HALLWAY 11TH FL,159-30,HARLEM RIVER DRIVE,HARLEM RIVER DRIVEWAY,DOUGLASS BOULEVARD,MANHATTAN, , ,40.834529,-73.93643
22298,1001439,232092,2015,12232015,910,ASSAULT 2,N,L, , ,SIDEWALK, , ,LEXINGTON AVENUE,EAST 124 STREET,MANHATTAN, , ,40.797944,-73.94212
